terminal	set	protein_len	tte_status	tte_template	tte_template_identity	tte_start	tte_end	mcc2_status	mcc2_start	mcc2_end	mcc2_core_start	mcc2_core_end	toro_stated_start	toro_stated_end
terminal_1392	CLEAN	379	TTE_EXTRACTED	T617	0.416	56	301	EXTRACTABLE	65	301	80.0	291.0		
terminal_1393	CLEAN	428	TTE_EXTRACTED	T617	0.443	97	344	EXTRACTABLE	106	343	121.0	334.0		
terminal_1394	CLEAN	387	TTE_EXTRACTED	T619	0.442	56	303	EXTRACTABLE	65	303	80.0	293.0		
terminal_1395	CLEAN	384	TTE_EXTRACTED	T621	0.431	56	307	EXTRACTABLE	56	306	84.0	297.0		
terminal_1396	CLEAN	356	TTE_EXTRACTED	T617	0.362	56	276	EXTRACTABLE	63	275	79.0	266.0		
terminal_1397	CLEAN	351	TTE_EXTRACTED	T619	0.436	25	266	EXTRACTABLE	36	263	52.0	256.0		
terminal_1398	CLEAN	376	TTE_EXTRACTED	T617	0.399	56	295	EXTRACTABLE	67	293	80.0	285.0		
terminal_1399	CLEAN	364	TTE_EXTRACTED	T619	0.419	24	265	EXTRACTABLE	33	263	50.0	255.0		
terminal_1400	CLEAN	413	TTE_EXTRACTED	T620	0.484	56	301	EXTRACTABLE	65	298	81.0	291.0		
terminal_1401	OTHER_SUBSTITUTE	384	TTE_EXTRACTED	T620	0.432	56	300	EXTRACTABLE	65	296	81.0	290.0		
terminal_1402	CLEAN	700	TTE_EXTRACTED	T620	0.298	12	297	EXTRACTABLE	22	295	36.0	287.0		
terminal_1403	CLEAN	705	TTE_EXTRACTED	T620	0.299	14	299	EXTRACTABLE	22	298	38.0	289.0		
terminal_1404	CLEAN	362	TTE_EXTRACTED	T597	0.317	11	285	EXTRACTABLE	37	283	51.0	275.0		
terminal_1405	CLEAN	648	TTE_EXTRACTED	T619	0.385	8	267	EXTRACTABLE	21	264	34.0	257.0		
terminal_1406	CLEAN	397	TTE_EXTRACTED	T621	0.337	53	317	EXTRACTABLE	64	317	78.0	307.0		
terminal_1407	CLEAN	383	TTE_EXTRACTED	T620	0.46	56	302	EXTRACTABLE	65	292	81.0	292.0		
terminal_1408	CLEAN	389	TTE_EXTRACTED	T620	0.456	56	302	EXTRACTABLE	66	299	81.0	292.0		
terminal_1409	CLEAN	382	TTE_EXTRACTED	T620	0.422	56	300	EXTRACTABLE	65	296	80.0	290.0		
terminal_1410	CLEAN	427	TTE_EXTRACTED	T621	0.41	88	341	EXTRACTABLE	101	331	113.0	331.0		
terminal_1411	CLEAN	365	TTE_EXTRACTED	T621	0.411	53	305	EXTRACTABLE	65	295	77.0	295.0		
terminal_1412	CLEAN	390	TTE_EXTRACTED	T621	0.448	53	305	EXTRACTABLE	63	294	78.0	294.0		
terminal_1413	CLEAN	455	TTE_EXTRACTED	T618	0.413	110	370	EXTRACTABLE	121	363	136.0	360.0		
terminal_1414	CLEAN	395	TTE_EXTRACTED	T618	0.409	53	305	EXTRACTABLE	64	298	79.0	295.0		
terminal_1415	CLEAN	372	TTE_EXTRACTED	T618	0.413	22	274	EXTRACTABLE	20	264	46.0	264.0		
terminal_1416	CLEAN	404	TTE_EXTRACTED	T617	0.413	54	307	EXTRACTABLE	51	295	79.0	295.0		
terminal_1417	CLEAN	367	TTE_EXTRACTED	T621	0.447	56	293	EXTRACTABLE	57	291	80.0	283.0		
terminal_1418	CLEAN	381	TTE_EXTRACTED	T621	0.422	56	303	EXTRACTABLE	65	296	85.0	293.0		
terminal_1419	CLEAN	384	TTE_EXTRACTED	T620	0.406	63	306	EXTRACTABLE	56	298	89.0	296.0		
terminal_1420	CLEAN	378	TTE_EXTRACTED	T621	0.423	61	300	EXTRACTABLE	67	290	85.0	290.0		
terminal_1421	CLEAN	378	TTE_EXTRACTED	T621	0.454	61	300	EXTRACTABLE	67	293	85.0	290.0		
terminal_1422	CLEAN	377	TTE_EXTRACTED	T619	0.403	58	299	EXTRACTABLE	56	295	84.0	289.0		
terminal_1423	CLEAN	379	TTE_EXTRACTED	T621	0.461	61	301	EXTRACTABLE	56	299	86.0	291.0		
terminal_1424	CLEAN	379	TTE_EXTRACTED	T620	0.449	59	301	EXTRACTABLE	59	294	86.0	291.0		
terminal_1425	CLEAN	379	TTE_EXTRACTED	T620	0.394	59	301	EXTRACTABLE	57	294	86.0	291.0		
terminal_1426	CLEAN	380	TTE_EXTRACTED	T621	0.424	56	298	EXTRACTABLE	57	291	80.0	288.0		
terminal_1427	CLEAN	338	TTE_EXTRACTED	T594	0.545	52	261	EXTRACTABLE	59	254	76.0	251.0		
terminal_1428	CLEAN	338	TTE_EXTRACTED	T594	0.521	52	261	EXTRACTABLE	59	254	76.0	251.0		
terminal_1429	CLEAN	334	TTE_EXTRACTED	T594	0.55	52	261	EXTRACTABLE	61	253	76.0	251.0		
terminal_1430	CLEAN	340	TTE_EXTRACTED	T594	0.516	55	264	EXTRACTABLE	64	261	79.0	254.0		
terminal_1431	CLEAN	345	TTE_EXTRACTED	T594	0.612	60	269	EXTRACTABLE	69	259	84.0	259.0		
terminal_1432	CLEAN	342	TTE_EXTRACTED	T594	0.576	59	268	EXTRACTABLE	68	256	83.0	256.0		
terminal_1433	CLEAN	347	TTE_EXTRACTED	T594	0.593	63	272	EXTRACTABLE	69	265	87.0	262.0		
terminal_1434	OTHER_SUBSTITUTE	332	TTE_EXTRACTED	T597	0.506	17	247	EXTRACTABLE	46	243	61.0	237.0		
terminal_1435	CLEAN	341	TTE_EXTRACTED	T594	0.64	56	265	C_TRUNCATED						
terminal_1436	CLEAN	344	TTE_EXTRACTED	T594	0.605	58	267	C_TRUNCATED						
terminal_1437	CLEAN	341	TTE_EXTRACTED	T594	0.66	56	265	EXTRACTABLE	53	264	80.0	255.0		
terminal_1438	CLEAN	342	TTE_EXTRACTED	T594	0.635	56	265	EXTRACTABLE	54	262	80.0	255.0		
terminal_1439	CLEAN	343	TTE_EXTRACTED	T594	0.591	58	267	C_TRUNCATED						
terminal_1440	CLEAN	343	TTE_EXTRACTED	T583	0.424	57	266	EXTRACTABLE	65	263	81.0	256.0	57	266
terminal_1441	CLEAN	338	TTE_EXTRACTED	T594	0.514	55	264	EXTRACTABLE	64	251	79.0	251.0		
terminal_1442	CLEAN	339	TTE_EXTRACTED	T594	0.48	56	265	EXTRACTABLE	65	252	80.0	252.0		
terminal_1443	CLEAN	346	TTE_EXTRACTED	T594	0.543	61	270	C_TRUNCATED						
terminal_1444	CLEAN	340	TTE_EXTRACTED	T594	0.528	53	262	EXTRACTABLE	62	254	77.0	252.0		
terminal_1445	CLEAN	349	TTE_EXTRACTED	T594	0.602	66	275	EXTRACTABLE	74	272	90.0	265.0		
terminal_1446	CLEAN	360	TTE_EXTRACTED	T594	0.567	54	263	EXTRACTABLE	64	260	78.0	253.0		
terminal_1447	CLEAN	383	TTE_EXTRACTED	T594	0.533	97	306	EXTRACTABLE	105	295	121.0	295.0		
terminal_1448	CLEAN	341	TTE_EXTRACTED	T594	0.586	54	263	EXTRACTABLE	63	256	78.0	253.0		
terminal_1449	CLEAN	342	TTE_EXTRACTED	T594	0.58	54	263	EXTRACTABLE	61	255	78.0	253.0		
terminal_1450	CLEAN	343	TTE_EXTRACTED	T594	0.6	56	265	EXTRACTABLE	63	257	80.0	255.0		
terminal_1451	CLEAN	348	TTE_EXTRACTED	T594	0.593	55	264	EXTRACTABLE	64	251	79.0	251.0		
terminal_1452	CLEAN	340	TTE_EXTRACTED	T594	0.581	56	265	EXTRACTABLE	59	253	80.0	253.0		
terminal_1453	CLEAN	344	TTE_EXTRACTED	T594	0.625	58	267	EXTRACTABLE	67	265	82.0	257.0		
terminal_1454	CLEAN	344	TTE_EXTRACTED	T594	0.602	57	266	EXTRACTABLE	66	264	81.0	256.0		
terminal_1455	CLEAN	316	TTE_EXTRACTED	T594	0.639	33	242	EXTRACTABLE	36	240	57.0	232.0		
terminal_1456	CLEAN	337	TTE_EXTRACTED	T594	0.567	53	262	EXTRACTABLE	61	254	77.0	252.0		
terminal_1457	CLEAN	337	TTE_EXTRACTED	T594	0.581	53	262	EXTRACTABLE	62	259	77.0	252.0		
terminal_1458	CLEAN	339	TTE_EXTRACTED	T594	0.519	57	266	EXTRACTABLE	65	265	81.0	256.0		
terminal_1459	CLEAN	350	TTE_EXTRACTED	T594	0.509	57	266	EXTRACTABLE	64	265	81.0	256.0		
terminal_1460	CLEAN	344	TTE_EXTRACTED	T594	0.571	57	266	EXTRACTABLE	66	264	81.0	256.0		
terminal_1461	CLEAN	342	TTE_EXTRACTED	T594	0.54	57	267	EXTRACTABLE	66	259	81.0	256.0		
terminal_1462	CLEAN	340	TTE_EXTRACTED	T594	0.543	57	266	EXTRACTABLE	65	264	81.0	256.0		
terminal_1463	CLEAN	350	TTE_EXTRACTED	T594	0.524	57	266	EXTRACTABLE	61	264	81.0	256.0		
terminal_1464	CLEAN	304	TTE_EXTRACTED	T594	0.495	55	264	EXTRACTABLE	63	259	79.0	254.0		
terminal_1465	CLEAN	358	TTE_EXTRACTED	T594	0.5	55	264	EXTRACTABLE	64	263	79.0	254.0		
terminal_1466	CLEAN	356	TTE_EXTRACTED	T594	0.461	55	264	EXTRACTABLE	56	263	79.0	254.0		
terminal_1467	CLEAN	346	TTE_EXTRACTED	T594	0.49	59	268	EXTRACTABLE	67	266	83.0	258.0		
terminal_1468	CLEAN	342	TTE_EXTRACTED	T594	0.5	56	265	EXTRACTABLE	65	263	80.0	255.0		
terminal_1469	CLEAN	347	TTE_EXTRACTED	T594	0.49	58	267	EXTRACTABLE	68	259	82.0	257.0		
terminal_1470	CLEAN	314	TTE_EXTRACTED	T594	0.427	27	236	EXTRACTABLE	36	234	51.0	226.0		
terminal_1471	CLEAN	358	TTE_EXTRACTED	T583	0.454	69	278	EXTRACTABLE	79	265	93.0	265.0		
terminal_1472	CLEAN	350	TTE_EXTRACTED	T582	0.401	53	271	EXTRACTABLE	69	269	86.0	261.0		
terminal_1473	CLEAN	351	TTE_EXTRACTED	T594	0.442	59	268	EXTRACTABLE	68	258	83.0	258.0		
terminal_1474	CLEAN	379	TTE_EXTRACTED	T594	0.418	55	264	EXTRACTABLE	64	254	79.0	254.0		
terminal_1475	CLEAN	310	TTE_EXTRACTED	T594	0.385	24	233	EXTRACTABLE	33	223	48.0	223.0		
terminal_1476	CLEAN	301	TTE_EXTRACTED	T594	0.423	17	226	EXTRACTABLE	26	216	41.0	216.0		
terminal_1477	CLEAN	322	TTE_EXTRACTED	T594	0.355	22	231	EXTRACTABLE	31	218	46.0	218.0		
terminal_1478	CLEAN	324	TTE_EXTRACTED	T594	0.451	22	231	EXTRACTABLE	32	219	46.0	219.0		
terminal_1479	CLEAN	317	TTE_EXTRACTED	T594	0.442	20	229	EXTRACTABLE	28	216	44.0	216.0		
terminal_1480	CLEAN	316	TTE_EXTRACTED	T594	0.427	20	229	EXTRACTABLE	29	217	44.0	217.0		
terminal_1481	CLEAN	304	TTE_EXTRACTED	T594	0.409	11	220	EXTRACTABLE	23	207	35.0	207.0		
terminal_1482	CLEAN	312	TTE_EXTRACTED	T594	0.434	23	232	EXTRACTABLE	20	229	47.0	222.0		
terminal_1483	CLEAN	343	TTE_EXTRACTED	T594	0.424	55	264	EXTRACTABLE	63	254	79.0	254.0	55	264
terminal_1484	CLEAN	344	TTE_EXTRACTED	T583	0.576	55	264	EXTRACTABLE	64	253	79.0	253.0		
terminal_1485	CLEAN	345	TTE_EXTRACTED	T583	0.518	54	263	EXTRACTABLE	61	256	78.0	253.0		
terminal_1486	CLEAN	345	TTE_EXTRACTED	T583	0.471	55	264	EXTRACTABLE	57	261	79.0	254.0		
terminal_1487	CLEAN	344	TTE_EXTRACTED	T583	0.504	55	264	EXTRACTABLE	53	256	79.0	254.0		
terminal_1488	CLEAN	344	TTE_EXTRACTED	T583	0.514	55	264	EXTRACTABLE	61	257	79.0	254.0		
terminal_1489	CLEAN	343	TTE_EXTRACTED	T594	0.492	57	266	EXTRACTABLE	64	256	81.0	256.0		
terminal_1490	CLEAN	385	TTE_EXTRACTED	T594	0.443	1	205	C_TRUNCATED						
terminal_1491	CLEAN	346	TTE_EXTRACTED	T594	0.466	57	266	EXTRACTABLE	66	259	81.0	256.0		
terminal_1492	CLEAN	344	TTE_EXTRACTED	T583	0.449	51	261	EXTRACTABLE	59	247	75.0	247.0		
terminal_1493	CLEAN	379	TTE_EXTRACTED	T582	0.414	57	301	EXTRACTABLE	72	296	90.0	291.0		
terminal_1494	CLEAN	379	TTE_EXTRACTED	T582	0.424	57	301	EXTRACTABLE	71	296	90.0	291.0		
terminal_1495	CLEAN	379	TTE_EXTRACTED	T582	0.444	57	301	EXTRACTABLE	71	294	90.0	291.0		
terminal_1496	CLEAN	380	TTE_EXTRACTED	T582	0.415	58	302	EXTRACTABLE	69	295	91.0	292.0		
terminal_1497	CLEAN	411	TTE_EXTRACTED	T582	0.409	85	329	EXTRACTABLE	90	322	118.0	319.0		
terminal_1498	CLEAN	382	TTE_EXTRACTED	T580	0.39	41	304	EXTRACTABLE	74	302	93.0	294.0		
terminal_1499	CLEAN	382	TTE_EXTRACTED	T578	0.384	40	304	EXTRACTABLE	74	301	93.0	294.0		
terminal_1500	CLEAN	383	TTE_EXTRACTED	T573	0.367	1	322	EXTRACTABLE	76	293	94.0	293.0		
terminal_1501	CLEAN	364	TTE_EXTRACTED	T582	0.379	45	290	EXTRACTABLE	61	288	79.0	280.0		
terminal_1502	CLEAN	366	TTE_EXTRACTED	T582	0.371	48	293	EXTRACTABLE	64	292	82.0	283.0		
terminal_1503	CLEAN	365	TTE_EXTRACTED	T582	0.401	47	291	EXTRACTABLE	62	286	80.0	281.0		
terminal_1504	CLEAN	365	TTE_EXTRACTED	T572	0.363	52	291	EXTRACTABLE	64	290	80.0	281.0		
terminal_1505	CLEAN	366	TTE_EXTRACTED	T584	0.345	41	290	EXTRACTABLE	63	280	81.0	280.0		
terminal_1506	CLEAN	344	TTE_EXTRACTED	T582	0.444	46	270	EXTRACTABLE	64	269	79.0	260.0		
terminal_1507	CLEAN	350	TTE_EXTRACTED	T580	0.395	33	276	EXTRACTABLE	64	268	81.0	266.0		
terminal_1508	CLEAN	364	TTE_EXTRACTED	T582	0.396	47	288	EXTRACTABLE	64	287	79.0	278.0		
terminal_1509	CLEAN	363	TTE_EXTRACTED	T573	0.377	1	307	EXTRACTABLE	61	290	79.0	280.0		
terminal_1510	CLEAN	362	TTE_EXTRACTED	T580	0.395	31	289	C_TRUNCATED						
terminal_1511	CLEAN	362	TTE_EXTRACTED	T573	0.388	1	306	C_TRUNCATED						
terminal_1512	CLEAN	365	TTE_EXTRACTED	T573	0.375	1	309	EXTRACTABLE	63	282	79.0	282.0		
terminal_1513	CLEAN	365	TTE_EXTRACTED	T573	0.387	1	313	EXTRACTABLE	67	284	79.0	282.0		
terminal_1514	CLEAN	364	TTE_EXTRACTED	T595	0.383	29	289	EXTRACTABLE	63	276	78.0	276.0		
terminal_1515	CLEAN	363	TTE_EXTRACTED	T575	0.382	32	279	C_TRUNCATED						
terminal_1516	CLEAN	350	TTE_EXTRACTED	T580	0.389	31	272	EXTRACTABLE	62	264	79.0	261.0		
terminal_1517	CLEAN	398	TTE_EXTRACTED	T613	0.681	16	247	EXTRACTABLE	37	246	58.0	237.0		
terminal_1518	CLEAN	399	TTE_EXTRACTED	T613	0.698	16	247	EXTRACTABLE	41	246	58.0	237.0		
terminal_1519	CLEAN	369	TTE_EXTRACTED	T613	0.693	16	247	EXTRACTABLE	32	246	58.0	237.0		
terminal_1520	CLEAN	394	TTE_EXTRACTED	T595	0.38	13	250	EXTRACTABLE	44	249	61.0	240.0	19	250
terminal_1521	CLEAN	395	TTE_EXTRACTED	T613	0.56	1	231	EXTRACTABLE	26	230	43.0	221.0		
terminal_1522	OTHER_SUBSTITUTE	414	TTE_EXTRACTED	T613	0.586	16	246	EXTRACTABLE	45	245	58.0	236.0		
terminal_1523	CLEAN	428	TTE_EXTRACTED	T613	0.517	16	244	EXTRACTABLE	43	243	58.0	236.0		
terminal_1524	CLEAN	326	TTE_EXTRACTED	T613	0.449	9	245	EXTRACTABLE	13	245	52.0	235.0		
terminal_1525	CLEAN	339	TTE_EXTRACTED	T613	0.5	14	244	EXTRACTABLE	18	243	56.0	234.0		
terminal_1526	CLEAN	344	TTE_EXTRACTED	T613	0.491	14	244	EXTRACTABLE	37	244	56.0	234.0		
terminal_1527	CLEAN	339	TTE_EXTRACTED	T613	0.512	14	244	EXTRACTABLE	37	243	56.0	234.0		
terminal_1528	CLEAN	370	TTE_EXTRACTED	T613	0.457	15	248	EXTRACTABLE	34	248	57.0	238.0		
terminal_1529	CLEAN	367	TTE_EXTRACTED	T613	0.454	15	247	EXTRACTABLE	22	247	58.0	237.0		
terminal_1530	CLEAN	337	TTE_EXTRACTED	T613	0.453	15	250	EXTRACTABLE	39	250	58.0	240.0		
terminal_1531	CLEAN	384	TTE_EXTRACTED	T613	0.463	15	249	EXTRACTABLE	39	249	58.0	239.0		
terminal_1532	CLEAN	354	TTE_EXTRACTED	T613	0.537	1	232	EXTRACTABLE	13	231	42.0	222.0		
terminal_1533	CLEAN	341	TTE_EXTRACTED	T613	0.517	8	239	EXTRACTABLE	28	233	50.0	229.0		
terminal_1534	CLEAN	408	TTE_EXTRACTED	T613	0.517	20	251	EXTRACTABLE	46	241	62.0	241.0		
terminal_1535	CLEAN	364	TTE_EXTRACTED	T613	0.5	8	239	EXTRACTABLE	34	237	50.0	229.0		
terminal_1536	CLEAN	398	TTE_EXTRACTED	T613	0.491	16	247	EXTRACTABLE	40	246	58.0	237.0		
terminal_1537	CLEAN	389	TTE_EXTRACTED	T613	0.456	15	235	EXTRACTABLE	20	235	57.0	225.0		
terminal_1538	CLEAN	405	TTE_EXTRACTED	T613	0.508	15	246	EXTRACTABLE	25	243	57.0	236.0		
terminal_1539	CLEAN	408	TTE_EXTRACTED	T613	0.512	20	251	EXTRACTABLE	25	251	62.0	241.0		
terminal_1540	CLEAN	334	TTE_EXTRACTED	T613	0.465	14	243	EXTRACTABLE	19	242	56.0	233.0		
terminal_1541	CLEAN	310	TTE_EXTRACTED	T613	0.474	1	217	EXTRACTABLE	15	216	30.0	207.0		
terminal_1542	CLEAN	324	TTE_EXTRACTED	T613	0.469	10	239	EXTRACTABLE	14	237	52.0	229.0		
terminal_1543	CLEAN	319	TTE_EXTRACTED	T613	0.452	10	239	EXTRACTABLE	37	237	52.0	229.0		
terminal_1544	CLEAN	312	TTE_EXTRACTED	T595	0.434	4	239	EXTRACTABLE	29	237	52.0	229.0		
terminal_1545	CLEAN	344	TTE_EXTRACTED	T613	0.398	1	229	EXTRACTABLE	7	227	42.0	219.0		
terminal_1546	CLEAN	318	TTE_EXTRACTED	T613	0.408	10	239	EXTRACTABLE	36	236	52.0	229.0		
terminal_1547	CLEAN	315	TTE_EXTRACTED	T613	0.435	11	240	EXTRACTABLE	25	239	53.0	230.0		
terminal_1548	CLEAN	353	TTE_EXTRACTED	T613	0.421	33	262	EXTRACTABLE	55	261	75.0	252.0		
terminal_1549	CLEAN	311	TTE_EXTRACTED	T613	0.423	6	235	EXTRACTABLE	34	225	48.0	225.0		
terminal_1550	CLEAN	320	TTE_EXTRACTED	T613	0.38	17	248	EXTRACTABLE	42	247	61.0	238.0	11	248
terminal_1551	CLEAN	320	TTE_EXTRACTED	T613	0.38	17	248	EXTRACTABLE	42	247	61.0	238.0	11	248
terminal_1552	CLEAN	381	TTE_EXTRACTED	T595	0.693	71	308	EXTRACTABLE	104	305	121.0	298.0		
terminal_1553	CLEAN	324	TTE_EXTRACTED	T595	0.642	11	247	EXTRACTABLE	38	245	60.0	237.0		
terminal_1554	CLEAN	319	TTE_EXTRACTED	T595	0.651	13	250	EXTRACTABLE	40	248	63.0	240.0		
terminal_1555	CLEAN	326	TTE_EXTRACTED	T595	0.554	6	241	EXTRACTABLE	24	239	54.0	231.0		
terminal_1556	CLEAN	320	TTE_EXTRACTED	T595	0.592	6	241	EXTRACTABLE	33	238	54.0	231.0		
terminal_1557	CLEAN	323	TTE_EXTRACTED	T595	0.584	9	244	EXTRACTABLE	38	241	57.0	234.0		
terminal_1558	CLEAN	339	TTE_EXTRACTED	T595	0.558	9	244	EXTRACTABLE	38	242	57.0	234.0		
terminal_1559	CLEAN	319	TTE_EXTRACTED	T595	0.565	8	243	EXTRACTABLE	36	241	56.0	233.0		
terminal_1560	RNAP_SUBSTITUTE	68	TTE_NO_TEMPLATE					NO_HIT						
terminal_1561	CLEAN	322	TTE_EXTRACTED	T595	0.573	8	243	EXTRACTABLE	36	241	56.0	233.0		
terminal_1562	CLEAN	319	TTE_EXTRACTED	T595	0.535	8	243	EXTRACTABLE	36	241	56.0	233.0		
terminal_1563	CLEAN	327	TTE_EXTRACTED	T595	0.542	11	246	EXTRACTABLE	39	244	59.0	236.0		
terminal_1564	CLEAN	327	TTE_EXTRACTED	T595	0.512	12	247	EXTRACTABLE	22	246	60.0	237.0		
terminal_1565	CLEAN	225	TTE_EXTRACTED	T595	0.57	8	225	C_TRUNCATED						
terminal_1566	CLEAN	319	TTE_EXTRACTED	T595	0.508	8	243	EXTRACTABLE	38	236	56.0	233.0		
terminal_1567	CLEAN	318	TTE_EXTRACTED	T595	0.478	8	243	EXTRACTABLE	39	233	56.0	233.0		
terminal_1568	CLEAN	322	TTE_EXTRACTED	T595	0.5	8	243	EXTRACTABLE	35	233	56.0	233.0		
terminal_1569	CLEAN	321	TTE_EXTRACTED	T595	0.47	6	241	EXTRACTABLE	33	240	54.0	231.0		
terminal_1570	CLEAN	317	TTE_EXTRACTED	T582	0.461	32	252	EXTRACTABLE	45	250	65.0	242.0		
terminal_1571	CLEAN	303	TTE_EXTRACTED	T595	0.434	10	245	EXTRACTABLE	35	233	58.0	233.0		
terminal_1572	CLEAN	307	TTE_EXTRACTED	T595	0.446	9	244	EXTRACTABLE	32	234	57.0	234.0		
terminal_1573	CLEAN	310	TTE_EXTRACTED	T595	0.466	9	244	EXTRACTABLE	29	242	57.0	234.0		
terminal_1574	CLEAN	326	TTE_EXTRACTED	T595	0.457	18	253	EXTRACTABLE	29	252	66.0	243.0		
terminal_1575	CLEAN	315	TTE_EXTRACTED	T595	0.457	17	253	EXTRACTABLE	45	252	66.0	243.0		
terminal_1576	CLEAN	289	TTE_EXTRACTED	T582	0.453	1	215	EXTRACTABLE	15	214	30.0	205.0		
terminal_1577	CLEAN	338	TTE_EXTRACTED	T582	0.453	45	263	EXTRACTABLE	63	261	78.0	253.0		
terminal_1578	CLEAN	336	TTE_EXTRACTED	T582	0.448	44	262	EXTRACTABLE	58	259	77.0	252.0		
terminal_1579	CLEAN	337	TTE_EXTRACTED	T582	0.453	45	263	EXTRACTABLE	63	262	78.0	253.0		
terminal_1580	CLEAN	339	TTE_EXTRACTED	T582	0.458	45	265	EXTRACTABLE	64	259	78.0	255.0		
terminal_1581	CLEAN	339	TTE_EXTRACTED	T582	0.415	45	265	EXTRACTABLE	63	258	78.0	255.0		
terminal_1582	CLEAN	337	TTE_EXTRACTED	T600	0.512	51	262	EXTRACTABLE	64	256	79.0	254.0		
terminal_1583	CLEAN	337	TTE_EXTRACTED	T582	0.477	46	264	EXTRACTABLE	59	252	79.0	252.0		
terminal_1584	CLEAN	338	TTE_EXTRACTED	T600	0.474	51	263	EXTRACTABLE	64	258	80.0	255.0		
terminal_1585	CLEAN	340	TTE_EXTRACTED	T600	0.427	53	265	EXTRACTABLE	67	265	82.0	257.0		
terminal_1586	CLEAN	339	TTE_EXTRACTED	T582	0.457	48	266	EXTRACTABLE	64	259	78.0	256.0		
terminal_1587	CLEAN	340	TTE_EXTRACTED	T582	0.456	47	266	EXTRACTABLE	66	259	80.0	256.0		
terminal_1588	CLEAN	333	TTE_EXTRACTED	T573	0.382	1	277	EXTRACTABLE	42	259	74.0	250.0		
terminal_1589	CLEAN	333	TTE_EXTRACTED	T582	0.404	40	260	EXTRACTABLE	41	253	74.0	250.0		
terminal_1590	CLEAN	335	TTE_EXTRACTED	T582	0.442	43	262	EXTRACTABLE	51	260	76.0	252.0		
terminal_1591	CLEAN	337	TTE_EXTRACTED	T582	0.449	45	264	EXTRACTABLE	54	262	78.0	254.0		
terminal_1592	CLEAN	341	TTE_EXTRACTED	T582	0.492	49	267	EXTRACTABLE	68	265	82.0	257.0		
terminal_1593	CLEAN	338	TTE_EXTRACTED	T582	0.461	46	264	EXTRACTABLE	65	261	79.0	254.0		
terminal_1594	CLEAN	340	TTE_EXTRACTED	T584	0.429	41	267	EXTRACTABLE	66	264	82.0	257.0		
terminal_1595	CLEAN	335	TTE_EXTRACTED	T573	0.418	1	279	EXTRACTABLE	58	249	77.0	249.0		
terminal_1596	CLEAN	335	TTE_EXTRACTED	T573	0.423	1	279	EXTRACTABLE	58	250	77.0	250.0		
terminal_1597	CLEAN	354	TTE_EXTRACTED	T582	0.447	64	281	EXTRACTABLE	80	279	96.0	271.0		
terminal_1598	CLEAN	335	TTE_EXTRACTED	T582	0.413	46	262	EXTRACTABLE	53	254	76.0	252.0		
terminal_1599	CLEAN	405	TTE_EXTRACTED	T600	0.559	93	305	EXTRACTABLE	98	305	122.0	297.0		
terminal_1600	CLEAN	337	TTE_EXTRACTED	T600	0.571	26	237	EXTRACTABLE	17	236	54.0	229.0		
terminal_1601	CLEAN	338	TTE_EXTRACTED	T582	0.484	22	241	EXTRACTABLE	32	239	56.0	231.0	27	239
terminal_1602	CLEAN	332	TTE_EXTRACTED	T600	0.509	45	257	EXTRACTABLE	59	256	74.0	249.0		
terminal_1603	CLEAN	319	TTE_EXTRACTED	T600	0.49	34	246	EXTRACTABLE	47	241	63.0	238.0		
terminal_1604	CLEAN	332	TTE_EXTRACTED	T600	0.455	33	251	EXTRACTABLE	50	246	61.0	243.0		
terminal_1605	CLEAN	336	TTE_EXTRACTED	T582	0.5	44	263	EXTRACTABLE	57	262	78.0	253.0		
terminal_1606	CLEAN	356	TTE_EXTRACTED	T582	0.486	66	282	EXTRACTABLE	76	281	97.0	272.0		
terminal_1607	CLEAN	382	TTE_EXTRACTED	T582	0.492	90	308	EXTRACTABLE	105	307	123.0	298.0		
terminal_1608	CLEAN	525	TTE_EXTRACTED	T579	0.735	174	457	EXTRACTABLE	203	449	218.0	447.0		
terminal_1609	CLEAN	526	TTE_EXTRACTED	T579	0.697	174	451	EXTRACTABLE	203	443	218.0	441.0		
terminal_1610	CLEAN	501	TTE_EXTRACTED	T579	0.765	174	433	EXTRACTABLE	205	432	218.0	423.0		
terminal_1611	CLEAN	497	TTE_EXTRACTED	T579	0.858	174	427	EXTRACTABLE	203	424	218.0	417.0		
terminal_1612	CLEAN	325	TTE_EXTRACTED	T579	0.72	1	255	EXTRACTABLE	12	253	37.0	245.0		
terminal_1613	CLEAN	502	TTE_EXTRACTED	T579	0.767	174	435	EXTRACTABLE	191	431	218.0	425.0		
terminal_1614	CLEAN	502	TTE_EXTRACTED	T579	0.725	174	435	EXTRACTABLE	195	433	218.0	425.0		
terminal_1615	CLEAN	504	TTE_EXTRACTED	T579	0.66	171	438	EXTRACTABLE	201	431	215.0	428.0		
terminal_1616	OTHER_SUBSTITUTE	455	TTE_NO_TEMPLATE					EXTRACTABLE	60	337	104.0	326.0		
terminal_1617	CLEAN	343	TTE_EXTRACTED	T578	0.708	18	270	EXTRACTABLE	47	268	62.0	260.0		
terminal_1618	CLEAN	495	TTE_EXTRACTED	T578	0.681	173	426	EXTRACTABLE	196	419	217.0	416.0		
terminal_1619	CLEAN	489	TTE_EXTRACTED	T579	0.645	166	419	EXTRACTABLE	189	412	210.0	409.0		
terminal_1620	OTHER_SUBSTITUTE	634	TTE_NO_TEMPLATE					EXTRACTABLE	67	349	113.0	339.0		
