asset_id	audit_scope	path	kind	sha256	bytes	mtime	producer	inputs	n_records	identity_group	identity_group_size	reuse_grade	reuse_decision	notes
RETRON_DB:RDB-V070	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/fftnsi.treefile	prior_derived:V4_mestre_reinferred_tree	1aeff1b62b5b08d089f80aa2b7b893fa5f69e4d95e2f878949807d4f42f3040c	89027	2026-08-22 22:30	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0232	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V071	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/linsi.iqtree	prior_derived:V4_mestre_reinferred_tree	6b0495bee296b5a3201f045de3b7225fa29d1fbd9ac4c728f0090a0f3d35ccd7	1221450	2026-08-22 22:58	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	7596	G0275	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V072	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/linsi.treefile	prior_derived:V4_mestre_reinferred_tree	33648c5d62220418f5fb67e91df6097a4cdfc1df5623797b04fa95cc5c32b47d	89043	2026-08-22 22:58	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0276	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V073	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/narrow.iqtree	prior_derived:V4_mestre_reinferred_tree	96104b9954d16e56a19f7f04df9d55778f40a390fb158859eda27b8c8c68890a	1384035	2026-08-22 18:48	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	7589	G0351	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V074	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/narrow.treefile	prior_derived:V4_mestre_reinferred_tree	f8c382b9bf08e39eaa88b07941a8f942fa98f28315b8d0da21386ab1eb777761	88961	2026-08-22 18:48	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0352	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V075	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/ours.iqtree	prior_derived:V4_mestre_reinferred_tree	0416addd827bc7d56a8fd3e83bd0d98fa7dbdad209cdf292f9bad49aa6867a25	1228258	2026-08-22 01:57	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	7586	G0358	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V076	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/ours.treefile	prior_derived:V4_mestre_reinferred_tree	829dd12826632a1dd647f0a87b1e46c9478cdcd67f607e29dbaef300383642ca	89051	2026-08-22 01:57	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0359	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V077	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/toro.iqtree	prior_derived:V4_mestre_reinferred_tree	247c68314bac549f22f59387deb966504e844ca6aeb6ea28be98f2e13b4f813a	1204602	2026-08-21 21:02	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	7588	G0495	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V078	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/toro.treefile	prior_derived:V4_mestre_reinferred_tree	d655f970f6a7d00d67782ce3140623e09d3cd311bcd5cc4f5fcca126f6bbeadd	89036	2026-08-21 21:02	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0496	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V079	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/wide.iqtree	prior_derived:V4_mestre_reinferred_tree	8df892489f23d9a8e3b7d47cca00e026fd4410254ae6648005a343b8d71c1f27	1349883	2026-08-22 20:15	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	7599	G0512	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V080	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/mestre_trees/wide.treefile	prior_derived:V4_mestre_reinferred_tree	7c3715f067f7d41932c95930eb9eece55fd4ad31496c620b2f023728afd1e128	89030	2026-08-22 20:15	V4 s7h pipeline (mafft+IQ-TREE)	cache/mestre_*.faa	1	G0513	1	AMBER	COMPARATOR ONLY: 1843 tips incl. 91 substitutes (3 RNAP); input alignments lost (4/6 rebuilt); support-based '<=3/11'	Mestre 1843-tip re-inference; not consumed by retron-db
RETRON_DB:RDB-V081	RETRON_DB	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_tree/cache/fs_mestre/ava.tsv	prior_derived:V4_foldseek_TM	cdb61ff3a1e26e83a85aac087705013aee80ec3805b1ad9cf94db6b6636e8035	132687651	2026-08-24 03:22	UNKNOWN (no V4 script builds fs_mestre/)	cache/fold/mestre/*.pdb	3601534	G0182	1	RED	foldseek shards: no recorded command/version (consistent with prior-asset-audit)	consumed by bundle s00/s02; 1902 ids in db.source
RETRON_DB:RDB-S082	RETRON_DB	/home/borg/RESEARCH-retron-db/data/derived/reference_msa_v1.afa	successor:stage3_placement_toolkit	4e864b3fab51e11ba9740dc1575c05bc2bcfca994918a8482be03a8759ea114b	11900045	2026-09-12 16:03	stage3_placement_toolkit s01_build_reference.py (mafft --auto, no trim)	stage1 join; Mestre_sequences proteins	196452			AMBER	full-length mafft --auto alignment of 1926 incl. 112 substitutes; rebuild without substitutes, RT0-7 cut	1926 seqs x 6056 cols incl. 112 substituted proteins flagged is_substituted_protein=Y but IN alignment under published tip names
RETRON_DB:RDB-S083	RETRON_DB	/home/borg/RESEARCH-retron-db/data/derived/reference_tree_pruned_v1.nwk	successor:stage3_placement_toolkit	fca6e3c8577419ca15780076fb8c668a00f279401d8e5ef16fd457106f5e52da	82730	2026-09-12 16:03	stage3_placement_toolkit s01	stage1 join; Mestre_sequences proteins	1			AMBER	prior tree; comparator only	Mestre S1 tree pruned to 1926 tips
RETRON_DB:RDB-S084	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage3_placement_toolkit/cache/reference.hmm	successor:stage3_placement_toolkit	67fe3c8e082d75d26a19bb5cc73852056c8a3c3506739aad7a2af3daaf596d03	192601	2026-09-12 16:03	stage3 s01 hmmbuild	stage1 join; Mestre_sequences proteins	1258			AMBER	full-length mafft --auto alignment of 1926 incl. 112 substitutes; rebuild without substitutes, RT0-7 cut	HMM over Mestre MSA; misses 20/1926 self-hits
RETRON_DB:RDB-S085	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage3_placement_toolkit/smoke/tree_smoke_100.raxml.bestTree	successor:stage3_placement_toolkit	7faf707ce42d1ba76efe49b5fe680ea3b7538d1414b897abb5a4b60ae002a9b9	4054	2026-09-12 16:04	stage3 s06/build_tree.sh raxml-ng LG+G4	stage1 join; Mestre_sequences proteins	1			AMBER	tooling reference for M2 (place.py design); smoke only	100-taxon SMOKE only; not a phylogeny
RETRON_DB:RDB-S086	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage3_placement_toolkit/smoke/holdout/placements.tsv	successor:stage3_placement_toolkit	76082539d70efa95a433c7538e7dc8c7ab067a873f9ecec4d8f605bf6f997487	2654	2026-09-12 16:04	stage3 place.py (hmmalign+epa-ng)	stage1 join; Mestre_sequences proteins	28			AMBER	tooling reference for M2 (place.py design); smoke only	20 held-out Mestre refs placed back; smoke
RETRON_DB:RDB-X087	RETRON_DB	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/discarded_bundle_assembly1	scratch:discarded_assembly	(dir)		2026-09-11 16:47	first bundle assembly 2026-09-11 16:45-16:48		56			RED	discarded pre-review assembly	"pre-adversarial first assembly; README is the unfilled BUNDLE template (""STATUS: UNVERIFIED""); figures named clade_monophyly/foldspace_null_sweep/ncrna_clade_coverage; renamed not deleted because rm denied (retro 09-11)"
